Row Labels	Alistipes	Allisonella	Alloprevotella	Anaeroplasma	Anaerotruncus	Anaerovibrio	Anaerovorax	Bacteroides	Bifidobacterium	Blautia	Butyricicoccus	Catabacter	Catenisphaera	Cellulosilyticum	Clostridium IV	Clostridium sensu stricto	Clostridium XlVa	Clostridium XlVb	Coprobacillus	Denitrobacterium	Erysipelotrichaceae_incertae_sedis	Escherichia/Shigella	Faecalibacterium	Fusicatenibacter	Fusobacterium	Lachnospiracea_incertae_sedis	Lactobacillus	Megasphaera	Olsenella	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Pelistega	Phascolarctobacterium	Prevotella	Pseudoflavonifractor	Pseudoscardovia	Ralstonia	Romboutsia	Roseburia	Ruminococcus	Saccharibacteria_genera_incertae_sedis	Schwartzia	Sharpea	Slackia	Solobacterium	Streptococcus	Subdoligranulum	Succiniclasticum	Succinivibrio	Syntrophococcus	Terrisporobacter	Treponema	Turicibacter	Unclassified Acetobacteraceae	Unclassified Acholeplasmatales	Unclassified Acidaminococcaceae	Unclassified Actinobacteria	Unclassified Actinomycetaceae	Unclassified Alphaproteobacteria	Unclassified Anaeroplasmataceae	Unclassified Anaeroplasmatales	Unclassified Bacillales	Unclassified Bacilli	Unclassified Bacteria	Unclassified Bacteroidales	Unclassified Bacteroidetes	Unclassified Bacteroidia	Unclassified Betaproteobacteria	Unclassified Bifidobacteriaceae	Unclassified Candidatus Saccharibacteria	Unclassified Catabacteriaceae	Unclassified Clostridia	Unclassified Clostridiaceae 1	Unclassified Clostridiales	Unclassified Clostridiales incertae sedis	Unclassified Clostridiales_Incertae Sedis XIII	Unclassified Coriobacteriaceae	Unclassified Coriobacteriales	Unclassified Deltaproteobacteria	Unclassified Enterobacteriaceae	Unclassified Entomoplasmatales	Unclassified Erysipelotrichaceae	Unclassified Erysipelotrichales	Unclassified Erysipelotrichia	Unclassified Fibrobacteraceae	Unclassified Gammaproteobacteria	Unclassified Haloplasmatales	Unclassified Lachnospiraceae	Unclassified Marinilabiliaceae	Unclassified Mollicutes	Unclassified Oscillospiraceae	Unclassified Peptostreptococcaceae	Unclassified Porphyromonadaceae	Unclassified Prevotellaceae	Unclassified Proteobacteria	Unclassified Rikenellaceae	Unclassified Ruminococcaceae	Unclassified Saccharibacteria_genera_incertae_sedis	Unclassified Selenomonadales	Unclassified Spirochaetaceae	Unclassified Spirochaetales	Unclassified Streptococcaceae	Unclassified Succinivibrionaceae	Unclassified Veillonellaceae	Victivallis
306	0.020613	0.000061	0.000283	0.000207	0	0.000386	0.001173	0.00121	0.173412	0.000075	0.000705	0.000036	0.00239	0.000297	0.000404	0.02487	0.000416	0.000437	0.000231	0.000067	0.000667	0.002896	0.000161	0.000252	0	0.002107	0.000238	0	0.028047	0.002972	0.016615	0.002537	0.000042	0	0	0	0.000672	0.000842	0	0.003583	0.00066	0.000054	0.00009	0	0.001682	0.000076	0	0.004847	0.000149	0.000016	0.000409	0.00028	0.000046	0.0001	0.014151	0.000022	0.000229	0.009847	0.000126	0.000075	0.000063	0	0	0.005157	0.000316	0.011514	0.249068	0.028847	0.007018	0.000027	0.000072	0	0.000161	0.006968	0	0.089227	0	0.001707	0.006594	0.000097	0.000053	0.01269	0.00026	0.007426	0.006763	0.000585	0	0.000032	0.000057	0.152523	0.005486	0	0.001732	0.026319	0.003988	0.001364	0.001004	0.004333	0.044399	0.000735	0.000159	0.000394	0	0.000045	0.000107	0.000947	0
311	0.027038	0	0.001608	0.000253	0	0.001038	0.000695	0.002827	0.050332	0.000042	0	0.000648	0.000087	0.000061	0.000177	0.012804	0.000273	0.002063	0.000012	0.000067	0	0.000074	0.000191	0	0	0.001326	0.00007	0	0.036137	0.011323	0.005721	0.002635	0.000063	0	0	0.000069	0.000361	0.000247	0.000009	0.000591	0.000411	0.000295	0	0	0.001081	0	0	0	0	0	0.001062	0.003779	0	0.000246	0.01889	0.000036	0	0.009601	0.000668	0	0.000012	0.000062	0.00007	0.00006	0.000694	0.019534	0.227679	0.107856	0.018538	0.000224	0.000286	0.000364	0.00089	0.018661	0.000136	0.158177	0	0	0.007605	0.000076	0.000831	0.000212	0.000217	0.007136	0.001112	0.000167	0	0.000416	0.000123	0.084972	0.013259	0	0.005904	0.003846	0.002725	0.006125	0.004727	0.009535	0.098346	0.000657	0.000039	0.00052	0	0	0.002638	0.000642	0.000013
315	0.038825	0	0.000412	0.000255	0	0	0.000957	0.000592	0.05401	0.000484	0	0.000168	0	0.000072	0.000098	0.019751	0.000954	0.001454	0	0.000094	0	0.000049	0.001133	0.000412	0	0.001595	0	0	0.017698	0.014326	0.011278	0	0	0.000007	0	0.005502	0.000301	0.000202	0.000021	0	0	0.002962	0	0	0	0	0.000005	0.000067	0	0.000062	0	0.000245	0.000737	0	0.039376	0	0	0.012954	0.00011	0	0	0	0	0.000055	0.000062	0.011152	0.203701	0.048325	0.010093	0.000182	0.000297	0.00032	0.000879	0.023717	0.001085	0.191682	0.000076	0	0.012404	0.00015	0.001144	0	0	0.001862	0.000226	0.000235	0.000028	0.000455	0	0.103642	0.009256	0.000056	0.003318	0.000414	0.004822	0.001262	0.001998	0.007288	0.125135	0.00152	0.000095	0	0	0	0.00229	0.003444	0.000164
320	0.02752	0	0.000103	0.000139	0	0	0.00161	0.000036	0.232411	0.000206	0.000068	0.000039	0	0.000072	0	0.014063	0.000584	0.000634	0	0.00011	0	0	0	0	0	0.000667	0.000114	0	0.01386	0.010859	0.008645	0	0	0	0	0.000254	0.000265	0.000381	0	0	0	0.000018	0.000084	0	0	0	0	0.000601	0	0.000051	0	0.000602	0.001183	0	0.016226	0	0	0.009208	0.000979	0	0.000059	0	0	0.000101	0.00005	0.008555	0.190759	0.013756	0.012445	0.000664	0.002898	0.00005	0.001098	0.048518	0.009235	0.163483	0.000123	0	0.011188	0.000219	0	0	0	0.001925	0	0	0	0	0	0.096028	0.001509	0	0.001856	0.000316	0.00395	0	0.000613	0.008176	0.07947	0.000995	0.000157	0	0	0	0	0.000214	0
325	0.031876	0	0.000119	0.000076	0	0	0.001181	0.000028	0.145137	0.000053	0	0	0	0.00012	0	0.054792	0.000344	0.000839	0	0.000299	0	0	0	0	0	0.003456	0.002972	0	0.045694	0.004931	0.014006	0	0	0	0	0.000249	0.000294	0.003009	0	0	0	0	0	0	0	0	0	0	0	0.000133	0	0.000831	0.001317	0	0.00819	0	0	0.015844	0	0	0	0	0	0.000038	0	0.007793	0.268067	0.014656	0.015443	0.000039	0.000501	0	0	0.006798	0.001853	0.115843	0	0	0.012857	0.000379	0	0	0	0.000786	0.000023	0	0	0	0	0.142525	0.000314	0	0.001605	0.00012	0.00381	0	0.000068	0.003895	0.064236	0.001621	0.00026	0	0	0	0	0.000679	0
329	0.028187	0.000612	0	0.000487	0	0.00019	0.003805	0.006152	0.051277	0.001724	0	0.000134	0.005927	0.000037	0.000055	0.025392	0.000081	0.001799	0	0.00023	0.000371	0.001991	0	0.000116	0	0	0.000115	0	0.030993	0.007102	0.009015	0.000478	0.000076	0	0	0.000145	0.000895	0.000331	0.000019	0	0	0.000486	0	0	0.000952	0.000154	0.000099	0.014666	0	0.000189	0.002025	0.002339	0.00011	0.000045	0.038292	0.000034	0	0.004349	0.000504	0	0.000077	0	0	0.002217	0.000262	0.020261	0.210776	0.084665	0.011921	0.000123	0.001273	0	0.000212	0.016403	0.000345	0.175952	0	0.004949	0.011094	0.000127	0.000077	0.008684	0.000272	0.005083	0.003269	0.001727	0.000931	0.000102	0.000105	0.072198	0.001599	0	0.004704	0.000462	0.003769	0.001058	0.003072	0.00391	0.091741	0.001621	0.001011	0.008223	0	0.000163	0.000504	0.00308	0
331	0.03224	0	0.000826	0.000036	0.000121	0	0.00103	0.000776	0.067255	0.000115	0.003029	0	0	0.000052	0.000024	0.034724	0.002215	0.000597	0	0.000263	0	0	0	0.000217	0	0.003337	0.000963	0	0.068149	0.001081	0.013181	0.001556	0.000124	0	0	0.00001	0.000185	0.005772	0	0.000968	0	0.000048	0.00004	0	0.000104	0	0.000133	0.000098	0.00029	0.000116	0.000536	0.00034	0	0	0.00274	0	0	0.016471	0	0	0	0.000008	0.000012	0.00005	0.000225	0.011428	0.359923	0.020131	0.019739	0.00002	0.000369	0.000244	0	0.017837	0.000181	0.093311	0.000112	0	0.006829	0.00021	0	0	0	0.001922	0.000132	0.00004	0	0.000084	0.000024	0.143337	0.000712	0	0.000556	0.006432	0.006484	0.000646	0	0.005662	0.04278	0.000573	0.000072	0	0	0	0.000156	0	0
333	0.021252	0.000113	0.000877	0.000281	0	0	0.006215	0.000307	0.097203	0.000501	0	0.000266	0.004968	0.00004	0.000077	0.03131	0.000333	0.00107	0	0.000108	0	0	0.000179	0	0	0.000561	0	0	0.03695	0.008166	0.012976	0	0	0	0	0	0.000355	0.000197	0	0	0	0.000126	0.00026	0	0	0	0.000019	0.00184	0	0.000954	0	0.000941	0.000105	0	0.091321	0	0.000041	0.008098	0.000021	0	0	0	0	0.001278	0.000239	0.012067	0.204218	0.028257	0.007586	0.000097	0.001612	0.000104	0.000906	0.023331	0.000286	0.161758	0	0.002892	0.013236	0.000107	0.000024	0.000038	0	0.001706	0.000546	0.000307	0	0.000727	0	0.089118	0.003334	0	0.005601	0.000567	0.005144	0.000118	0.004838	0.003103	0.089846	0.002158	0.000077	0	0	0.000585	0	0.00616	0
341	0.03351	0	0.003017	0.000225	0	0.006277	0.000561	0.000243	0.063162	0.000157	0	0.00029	0.00001	0.002842	0.000141	0.037305	0.000109	0.001967	0.000102	0.000048	0.000192	0.000044	0.000232	0.000115	0	0.000465	0	0	0.009303	0.00746	0.004904	0.000134	0.000026	0.00003	0	0.002108	0.000335	0.000127	0.000005	0.018576	0.000995	0.000514	0.00044	0.000958	0.000026	0.000348	0	0.000738	0	0.000005	0.004203	0.000142	0	0.000246	0.065238	0.000042	0.000014	0.004603	0.000161	0.000202	0	0.000227	0.000189	0.000725	0.002118	0.018013	0.209301	0.055937	0.011188	0.000085	0.000239	0.000073	0.001322	0.019462	0.000993	0.114656	0	0	0.006521	0.000043	0.00027	0.000011	0.000135	0.001147	0.001236	0.000448	0	0.000816	0.000004	0.064845	0.014277	0.000044	0.006157	0.086723	0.004232	0.006759	0.003304	0.012068	0.069383	0.000326	0.000014	0.010754	0	0.000007	0.000837	0.001997	0.000213
346	0.026934	0	0.001225	0.000409	0.000157	0.002015	0.000975	0.004107	0.069792	0.000134	0	0.000226	0	0.000298	0.000054	0.038368	0.000246	0.001358	0.000107	0.000121	0.003052	0	0	0	0	0.000737	0.003357	0	0.006438	0.007953	0.005309	0.002062	0	0	0	0.00008	0.000345	0	0	0.00154	0	0.000149	0.00057	0.000029	0.000249	0.000132	0.000052	0.000581	0.000078	0.000104	0.00567	0.000087	0.000145	0.000049	0.050487	0.00018	0.000009	0.007797	0.000266	0	0	0	0.000046	0.000667	0.001065	0.010054	0.243734	0.120722	0.013468	0.000053	0.00033	0.000183	0.001106	0.019834	0.000244	0.130752	0	0	0.008972	0.000277	0.00014	0.000073	0.000433	0.001394	0.00258	0.001727	0	0.000459	0.000082	0.068554	0.007407	0	0.003222	0.009296	0.002996	0.001485	0.00139	0.010765	0.08121	0.001447	0	0.008198	0.0001	0	0.001307	0.000182	0.00001
402	0.034161	0	0	0.000191	0	0	0.002541	0.000472	0.048736	0.0007	0	0.000194	0.000155	0.000091	0.000085	0.02369	0.000231	0.001509	0	0	0.000474	0	0.000885	0.000111	0	0.002655	0	0	0.014747	0.014558	0.008671	0	0	0.000041	0	0.00043	0.000472	0.00062	0	0	0.000113	0.000602	0.000477	0	0	0	0	0.000216	0	0.000087	0	0.000199	0	0.000017	0.032236	0.000177	0.000034	0.007861	0	0	0.00007	0	0	0.004454	0.001877	0.017552	0.23622	0.046754	0.017645	0.000085	0.000261	0.000151	0.001622	0.020368	0.001202	0.18527	0.000441	0	0.008609	0.000102	0.000042	0	0	0.002251	0.000559	0.001533	0	0.000036	0	0.11648	0.005658	0	0.00782	0.000388	0.001322	0.002074	0.000844	0.010864	0.101141	0.00115	0.000024	0.001547	0	0.000024	0.004998	0.000122	0
404	0.03322	0	0.001581	0.001276	0.000353	0.002835	0.00194	0.005877	0.085076	0	0	0	0.000489	0.001304	0.000057	0.021682	0.000151	0.001003	0.000246	0.000024	0.000835	0.00004	0	0	0	0.000422	0.006632	0	0.010172	0.005694	0.005392	0.003632	0.000098	0	0	0.000064	0.000258	0.000018	0.000041	0.00798	0.002903	0.0008	0.000184	0	0.000241	0.00006	0	0.000152	0.000127	0	0.004455	0.000051	0	0.000143	0.016505	0	0	0.009676	0.000116	0.000066	0	0.000061	0.000302	0	0.000617	0.017372	0.218445	0.096638	0.013432	0.00008	0.000423	0.000174	0	0.016267	0.00013	0.127327	0.000024	0.002807	0.006309	0.000159	0.000551	0	0.000075	0.002243	0.001866	0.002105	0	0.001267	0.000049	0.066635	0.016221	0.000028	0.000195	0.042794	0.007905	0.001672	0.001739	0.010031	0.084368	0.000775	0	0.019352	0.002297	0	0.003219	0.000138	0.00004
408	0.02915	0.000109	0	0.000046	0	0.001279	0.001919	0.001416	0.04744	0	0	0	0.000717	0.000376	0.000152	0.035439	0	0.001363	0	0.000108	0	0.006627	0.000911	0.00072	0	0.002135	0	0	0.017664	0.013519	0.007615	0.000453	0	0.000024	0	0.003256	0.000419	0.000328	0.000034	0	0.000762	0.000745	0.000176	0	0.000094	0.001257	0.00002	0.00569	0	0	0.004532	0.00024	0.000242	0.000244	0	0	0.000149	0.009935	0.001036	0	0	0	0	0	0.000356	0.011375	0.204103	0.09169	0.012986	0.000034	0.001352	0.000316	0	0.017417	0.000184	0.149923	0	0.004568	0.009646	0.000168	0.000753	0.004047	0	0.002507	0.002124	0.001434	0	0.000113	0.000129	0.131682	0.011344	0.00001	0.006132	0.000448	0.002284	0.002775	0.000054	0.006633	0.113149	0.001055	0.00023	0.006562	0	0.000028	0.003946	0.000104	0
409	0.029864	0	0	0.000204	0	0	0.001015	0.000127	0.156392	0.000076	0	0.000279	0.000027	0.002808	0.000161	0.021909	0.000571	0.001725	0	0.000053	0	0	0	0	0.000109	0.000487	0.000395	0	0.006095	0.007118	0.006108	0	0	0	0	0.000114	0.000096	0.001572	0	0.017754	0.001474	0.000033	0.001033	0.00004	0	0.000167	0.000048	0	0	0.000246	0	0.000103	0	0	0.063844	0.000035	0.000023	0.005416	0.000235	0.000081	0.000063	0.000182	0	0.000614	0.001418	0.018969	0.193439	0.022434	0.012205	0.000111	0.000261	0.000171	0.001097	0.020727	0.000492	0.140309	0.000019	0	0.00759	0.000221	0.000014	0	0	0.001776	0.00009	0.000142	0	0.00156	0	0.079311	0.010034	0	0.000826	0.054043	0.003599	0	0.004757	0.011644	0.082773	0.000646	0.000109	0	0	0	0	0.00048	0.000037
410	0.021759	0	0.000297	0	0	0.001427	0.001692	0.001516	0.031271	0	0	0	0	0.000409	0.001703	0.036369	0.000245	0.001365	0	0.000163	0	0	0.000332	0.000155	0	0.001241	0	0	0.013494	0.006361	0.003725	0.00204	0	0.000182	0	0.008337	0	0	0	0.002481	0.001029	0.00014	0	0	0	0.000743	0	0	0	0	0.001272	0.000252	0	0	0.045012	0.000084	0	0.007003	0.000415	0	0.000084	0	0.000025	0	0.000893	0.013061	0.224963	0.1083	0.014609	0	0.00029	0.000074	0.000687	0.015801	0.000883	0.155209	0	0	0.010245	0.000112	0	0.000282	0.000264	0.005795	0.001799	0	0	0.000283	0	0.069629	0.01794	0.000113	0.02273	0.017726	0.001361	0.004655	0.001163	0.02528	0.090064	0.001171	0.000132	0.000199	0	0	0.001409	0.000252	0
411	0.041643	0	0	0.001511	0	0	0.000334	0.001055	0.072724	0	0	0.000628	0	0.000146	0.000108	0.02601	0	0.000335	0	0.000025	0	0	0	0	0	0.000405	0.000041	0	0.027495	0.01401	0.011756	0.000245	0	0	0	0.000015	0.000329	0.000044	0.000027	0	0	0.000542	0	0	0.000472	0	0	0	0	0	0.000033	0.001774	0.000783	0.000006	0.027771	0.000063	0	0.007121	0.000413	0	0	0	0	0	0.000337	0.023318	0.203245	0.118228	0.013172	0.000045	0.000022	0	0.000672	0.023075	0.000147	0.155662	0.000153	0	0.006735	0.000069	0.000308	0.000027	0.000509	0.001637	0.000751	0.00014	0	0.000199	0.000022	0.061644	0.001991	0	0.002742	0.000399	0.004634	0.000234	0.001575	0.007235	0.123234	0.001032	0.00038	0.000308	0	0	0.004968	0.003286	0
416	0.021736	0	0.003277	0.000941	0.00001	0.003207	0.000638	0.002483	0.081309	0.000088	0.000236	0.000125	0.00736	0.001786	0.000144	0.016418	0.00032	0.000765	0.00014	0.000056	0.001145	0.000187	0	0	0.00001	0.001022	0.000346	0.000563	0.036591	0.003718	0.005929	0.003264	0.000076	0.000023	0	0.000291	0.000152	0.002338	0.000004	0.00868	0.000784	0.000189	0.000449	0.000003	0.001199	0.000014	0.000009	0.000046	0.000023	0.000421	0.007568	0.00746	0.000027	0.000241	0.025253	0	0.000004	0.004501	0.000078	0.000307	0.00005	0.000113	0	0.000395	0.00044	0.017127	0.20715	0.089765	0.010738	0.000096	0.000151	0.000119	0.000965	0.015461	0	0.114587	0.000012	0	0.006442	0.000029	0.000032	0.004453	0	0.006288	0.002751	0.00064	0.001442	0.006752	0.000068	0.07045	0.009743	0	0.001256	0.053736	0.004349	0.001235	0.001705	0.011735	0.090644	0.001328	0.000344	0.010233	0.000333	0.00014	0.001654	0.00109	0
418	0.036929	0	0.000893	0	0.000004	0.002904	0.001164	0.002209	0.06211	0.000726	0.000045	0	0	0.00115	0	0.025746	0.002582	0.001391	0	0.000043	0	0	0	0.000119	0.00069	0.00136	0.000308	0.000038	0.026923	0.003685	0.008116	0.010616	0	0	0	0.000096	0.000777	0.009736	0	0.001834	0.002268	0	0.000022	0	0	0.000171	0.000021	0.000369	0	0.000909	0	0.000182	0	0.000004	0	0	0	0.012088	0	0.000097	0	0	0	0.001036	0.000176	0.014502	0.302613	0.130294	0.014135	0.000221	0.000212	0.000152	0.000105	0.010523	0	0.074949	0.000246	0	0.00348	0.000065	0	0	0	0.00203	0.001162	0.000448	0.000228	0.000125	0	0.110199	0.00006	0	0	0.010049	0.009792	0.000868	0.000791	0.024073	0.050033	0.000292	0.000666	0.015862	0.000928	0	0.000779	0.000559	0.000023
419	0.024313	0	0.009629	0	0.000565	0.003581	0.00027	0.008113	0.028613	0.007742	0.028623	0	0	0.000059	0	0.022024	0.001172	0.00014	0	0.000192	0	0	0	0.000457	0	0.001241	0.003964	0.00072	0.04366	0.000047	0.006735	0.003429	0	0	0	0.000648	0.000862	0.001973	0	0	0.003508	0	0	0	0	0.000442	0	0.000466	0.000881	0.001213	0	0.004812	0	0.00026	0	0	0	0.006428	0	0	0	0	0	0.002379	0.00034	0.014869	0.331172	0.099233	0.011987	0.000059	0.000324	0.000172	0	0.015208	0.000093	0.072743	0	0	0.005811	0	0	0	0	0.002221	0.000094	0.000215	0	0	0	0.147034	0	0	0	0	0.004832	0.012956	0	0.019109	0.038225	0.001203	0.000119	0.001979	0.000328	0	0	0.000512	0
422	0.031614	0	0.000799	0.000483	0.001014	0.002266	0.000177	0.0309	0.076544	0	0	0.000206	0.000595	0.000087	0.000072	0.025058	0.000387	0.000174	0.000293	0.000106	0.000693	0	0	0.00011	0	0.001205	0.024091	0	0.013658	0.005527	0.008535	0.010761	0	0	0	0	0.000446	0.000337	0	0.003009	0.000187	0.000231	0.000176	0	0.00011	0	0	0.000844	0.000776	0.000008	0.000125	0.000382	0	0.000016	0.006913	0.000025	0.000033	0.009443	0.000142	0.000172	0	0.000188	0.000263	0.000995	0.000326	0.023234	0.253583	0.099323	0.014527	0.00003	0.000345	0	0.001035	0.015243	0.000173	0.113002	0	0	0.005182	0.000052	0.000111	0.000112	0.000289	0.002592	0.002696	0.001445	0	0.000155	0.000103	0.094968	0.000017	0.000237	0.001434	0.015489	0.005304	0.003849	0.001313	0.004085	0.069868	0.00056	0	0.008379	0	0.000046	0.000719	0	0
424	0.037173	0	0	0.000556	0	0.000535	0.000651	0.000046	0.05219	0	0	0.000214	0.001086	0.002797	0.000144	0.02215	0.000487	0.001349	0	0.000077	0	0	0.000055	0	0	0.002291	0.000005	0	0.018744	0.007945	0.009051	0	0	0	0	0.000115	0.000534	0.00013	0	0.017634	0.000946	0.000302	0.000388	0.000015	0	0.000018	0.000031	0.000008	0	0.000109	0	0.000974	0.000315	0	0.043254	0.00001	0.000026	0.007531	0.000084	0.000523	0	0.000089	0.000291	0.000964	0.001064	0.019597	0.217438	0.029485	0.011559	0.000088	0.000388	0.00003	0.001496	0.022541	0.001013	0.157171	0	0.000019	0.008885	0.000121	0.000248	0.000084	0	0.001992	0.000654	0.001167	0	0.000182	0	0.097949	0.000269	0.000179	0.005697	0.06236	0.002401	0.0004	0.001796	0.018946	0.100479	0.000599	0.00002	0	0	0.000062	0.000858	0.000931	0
427	0.041857	0	0.000348	0	0	0	0.001515	0	0.118239	0	0	0	0	0.002395	0	0.005705	0	0.002695	0	0.000074	0	0	0	0	0	0.000183	0	0	0.005421	0.007994	0.002226	0	0	0	0	0	0	0	0	0.011343	0.001228	0	0	0	0	0.000294	0	0.000055	0	0	0	0.000147	0	0	0.025793	0	0	0.012764	0.000886	0	0	0	0	0.000202	0.00151	0.020277	0.230489	0.045019	0.018097	0.000589	0.00066	0.000405	0.001947	0.024285	0	0.157345	0	0.000052	0.009372	0.000351	0	0	0	0.001202	0.001147	0	0	0.003587	0	0.055415	0.005371	0	0.000184	0.044366	0.001236	0.000183	0.00532	0.034505	0.094617	0.000794	0	0	0	0	0	0	0.000313
428	0.034455	0	0.000045	0.000102	0	0	0.001112	0.000109	0.097948	0.000199	0.000194	0	0.000199	0.004637	0.00008	0.034509	0.000264	0.002667	0	0.000096	0	0	0	0.000154	0	0.000413	0.000075	0	0.003602	0.007972	0.003787	0	0	0.000038	0	0.000358	0	0.000035	0	0.025439	0.000234	0.00003	0.000164	0	0	0.000055	0	0.000822	0	0.000733	0	0.000298	0.000144	0	0.053716	0	0.00002	0.004927	0.00014	0.000556	0.000085	0	0	0.000303	0.002599	0.015762	0.188055	0.044665	0.013917	0.00001	0.000226	0.000593	0.000721	0.016189	0.000396	0.130323	0.000119	0.000015	0.008794	0.000149	0	0	0	0.00206	0.000409	0.000149	0	0.000529	0	0.085564	0.003888	0.00006	0.00161	0.092433	0.001066	0	0.002992	0.022991	0.08183	0.000205	0	0	0	0.000166	0	0.000802	0
429	0.027188	0	0	0	0	0	0.003265	0.001165	0.155198	0.00422	0	0.000165	0	0.000719	0	0.017518	0.00111	0.00127	0	0.00012	0	0	0	0.002634	0	0.002908	0.000029	0	0.005994	0.005281	0.006633	0	0	0	0	0.0039	0.000137	0.000652	0	0.011025	0.00462	0.000113	0.000302	0.000048	0	0.000858	0.000134	0.001301	0	0.000201	0	0.000464	0.000033	0	0.013202	0.000087	0	0.005605	0.00017	0.000189	0	0	0	0.003742	0.000453	0.012902	0.224091	0.013634	0.013839	0.000068	0.000711	0.000058	0.001162	0.016939	0.003538	0.109817	0.000077	0.000062	0.01058	0.000432	0	0	0	0.002647	0.000106	0.000208	0	0.000761	0	0.171185	0.000584	0.000049	0.015329	0.038808	0.002175	0.000021	0.000282	0.013085	0.062341	0.00058	0.000021	0	0	0.000025	0	0.001229	0
432	0.031158	0	0.00002	0.000469	0	0	0.002088	0.000017	0.138921	0.000157	0	0.000086	0	0.000123	0.00011	0.02374	0.000327	0.001145	0	0.000149	0	0	0.000152	0.00017	0	0.000892	0.000047	0	0.01457	0.012433	0.007633	0	0	0	0	0	0.000492	0.000743	0	0	0.000262	0.000355	0	0	0	0	0.000111	0	0	0	0	0.000453	0.000307	0	0.077289	0.000014	0	0.008965	0.000401	0	0.000041	0	0	0.000435	0.000144	0.010292	0.17717	0.025993	0.011504	0.000077	0.000457	0.000077	0.001392	0.023337	0.00031	0.190956	0.000087	0	0.014158	0.000404	0.000099	0	0	0.00186	0.000066	0.000076	0	0	0	0.086741	0.000895	0.000023	0.001633	0.000691	0.002512	0	0.002749	0.0116	0.105281	0.001823	0	0	0	0	0.002301	0.001017	0
435	0.033563	0	0.000953	0	0	0	0.001031	0.000643	0.09921	0	0.004016	0	0	0.000628	0	0.023517	0.002022	0.000114	0	0.000206	0	0	0	0	0	0.002426	0.00212	0	0.027641	0.000238	0.01167	0	0	0	0	0.000078	0.000145	0.000387	0	0	0.000975	0	0	0	0	0.000626	0.000053	0.000621	0.0003	0.00026	0	0.005965	0	0	0	0	0	0.012788	0	0	0	0	0	0.004773	0.001396	0.021024	0.324761	0.017858	0.01369	0	0.000583	0	0.000299	0.014038	0.000201	0.102306	0	0	0.003743	0.000137	0	0	0	0.002641	0.000139	0.002021	0	0	0	0.166513	0	0	0	0	0.004215	0.000112	0	0.015349	0.069461	0.00052	0.000678	0	0	0	0	0.001349	0
437	0.024563	0	0.000385	0.001133	0.000194	0.000454	0.000728	0.00588	0.051491	0	0	0.000454	0.004248	0.000973	0.000022	0.031063	0.000554	0.001345	0.000208	0.000138	0.002761	0.000112	0.000034	0.000032	0	0.001051	0.006821	0.000035	0.021002	0.008032	0.01481	0.003711	0.000692	0	0	0.000115	0.000354	0.000833	0.000034	0.003164	0.000061	0.001994	0	0	0.002655	0.000412	0	0.001846	0.000119	0.000147	0.003582	0.001394	0	0.000039	0.017014	0.000007	0.000025	0.007311	0	0	0	0.00004	0.000083	0.00136	0.000284	0.01606	0.259319	0.06612	0.017322	0.000294	0.000215	0	0.000859	0.022678	0.000562	0.136231	0	0	0.006333	0.000047	0.000622	0.000707	0.000082	0.007252	0.008225	0.0029	0	0.000171	0.000101	0.087279	0.001285	0.00019	0.004775	0.020472	0.004083	0.003738	0.001274	0.004779	0.094738	0.000858	0.000009	0.00305	0	0.000084	0.001458	0.000023	0
438	0.021857	0	0	0.000023	0	0	0.001434	0.006368	0.083216	0.005345	0	0.000592	0.001407	0.00002	0.000039	0.027239	0	0.002372	0	0.000118	0.002552	0	0.004733	0.001296	0.000147	0.002587	0.000195	0	0.024056	0.012169	0.005247	0	0	0.000309	0	0.005658	0.000136	0.000676	0	0	0	0.000562	0.000176	0	0.000017	0	0	0.00689	0	0.000039	0.000126	0.00035	0.001818	0	0.029614	0.000039	0.000086	0.002236	0.000065	0	0	0	0	0.00409	0.000831	0.009944	0.19332	0.044705	0.015445	0.000428	0.001064	0.000298	0.000074	0.016143	0.003868	0.144554	0.000142	0	0.007498	0.00007	0.000157	0.000139	0.000037	0.002342	0.002148	0.000533	0	0.000225	0.000022	0.159575	0.000694	0	0.020309	0.000401	0.001083	0.007813	0.001621	0.004882	0.096191	0.000956	0.000388	0.002971	0	0.000093	0.002713	0.000413	0.000011
441	0.044305	0	0.000394	0.000156	0	0	0.001606	0.0004	0.098579	0.000041	0	0.000384	0	0.000092	0	0.024982	0.000543	0.001854	0	0.000159	0	0	0	0.000169	0	0.0007	0.000017	0	0.021081	0.005394	0.012509	0	0	0.000016	0	0.000115	0.000321	0.001076	0	0	0	0.000281	0	0	0	0	0.000016	0	0	0.000795	0	0.000089	0	0	0.025515	0.000116	0	0.015236	0.000142	0	0.000094	0	0	0.000032	0	0.009741	0.227637	0.056031	0.009294	0.000056	0.000335	0	0.001022	0.021503	0.000669	0.178884	0.000378	0	0.009811	0.000247	0	0	0	0.000728	0	0.000231	0	0	0	0.09929	0.00453	0.000111	0.002569	0.000481	0.00444	0.000417	0.002322	0.011246	0.09809	0.001296	0.000058	0	0	0	0	0.001372	0
